pid,TARIFF
134554,TARIFF_OPTION_105
134554,TARIFF_OPTION_110
134554,TARIFF_OPTION_111
134555,TARIFF_OPTION_87
134555,TARIFF_OPTION_105
134555,TARIFF_OPTION_110
134555,TARIFF_OPTION_111
134556,TARIFF_OPTION_87
134556,TARIFF_OPTION_105
134556,TARIFF_OPTION_110
134556,TARIFF_OPTION_111
134557,TARIFF_OPTION_87
134557,TARIFF_OPTION_105
134557,TARIFF_OPTION_110
134557,TARIFF_OPTION_111
134558,TARIFF_OPTION_87
134558,TARIFF_OPTION_105
134558,TARIFF_OPTION_110
134558,TARIFF_OPTION_111
134559,TARIFF_OPTION_87
134559,TARIFF_OPTION_105
134559,TARIFF_OPTION_110
134559,TARIFF_OPTION_111
134560,TARIFF_OPTION_87
134560,TARIFF_OPTION_105
134560,TARIFF_OPTION_110
134560,TARIFF_OPTION_111
134561,TARIFF_OPTION_87
134561,TARIFF_OPTION_105
134561,TARIFF_OPTION_110
134561,TARIFF_OPTION_111
134562,TARIFF_OPTION_87
134562,TARIFF_OPTION_105
134562,TARIFF_OPTION_110
134562,TARIFF_OPTION_111
134563,TARIFF_OPTION_87
134563,TARIFF_OPTION_105
134563,TARIFF_OPTION_110
134563,TARIFF_OPTION_111
134564,TARIFF_OPTION_87
134564,TARIFF_OPTION_105
134564,TARIFF_OPTION_110
134564,TARIFF_OPTION_111
134565,TARIFF_OPTION_87
134565,TARIFF_OPTION_105
134565,TARIFF_OPTION_110
134565,TARIFF_OPTION_111
134566,TARIFF_OPTION_87
134566,TARIFF_OPTION_105
134566,TARIFF_OPTION_110
134566,TARIFF_OPTION_111
134567,TARIFF_OPTION_87
134567,TARIFF_OPTION_105
134567,TARIFF_OPTION_110
134567,TARIFF_OPTION_111
134568,TARIFF_OPTION_87
134568,TARIFF_OPTION_105
134568,TARIFF_OPTION_110
134568,TARIFF_OPTION_111
134569,TARIFF_OPTION_87
134569,TARIFF_OPTION_105
134569,TARIFF_OPTION_110
134569,TARIFF_OPTION_111
134570,TARIFF_OPTION_87
134570,TARIFF_OPTION_105
134570,TARIFF_OPTION_110
134570,TARIFF_OPTION_111
134571,TARIFF_OPTION_87
134571,TARIFF_OPTION_105
134571,TARIFF_OPTION_110
134571,TARIFF_OPTION_111
134572,TARIFF_OPTION_87
134572,TARIFF_OPTION_105
134572,TARIFF_OPTION_110
134572,TARIFF_OPTION_111
134573,TARIFF_OPTION_87
134573,TARIFF_OPTION_105
134573,TARIFF_OPTION_110
134573,TARIFF_OPTION_111
134574,TARIFF_OPTION_87
134574,TARIFF_OPTION_105
134574,TARIFF_OPTION_110
134574,TARIFF_OPTION_111
134575,TARIFF_OPTION_87
134575,TARIFF_OPTION_105
134575,TARIFF_OPTION_110
134575,TARIFF_OPTION_111
134576,TARIFF_OPTION_87
134576,TARIFF_OPTION_105
134576,TARIFF_OPTION_110
134576,TARIFF_OPTION_111
134577,TARIFF_OPTION_87
134577,TARIFF_OPTION_105
134577,TARIFF_OPTION_110
134577,TARIFF_OPTION_111
134578,TARIFF_OPTION_87
134578,TARIFF_OPTION_105
134578,TARIFF_OPTION_110
134578,TARIFF_OPTION_111
134579,TARIFF_OPTION_87
134579,TARIFF_OPTION_105
134579,TARIFF_OPTION_110
134579,TARIFF_OPTION_111
134580,TARIFF_OPTION_87
134580,TARIFF_OPTION_105
134580,TARIFF_OPTION_110
134580,TARIFF_OPTION_111
134581,TARIFF_OPTION_87
134581,TARIFF_OPTION_105
134581,TARIFF_OPTION_110
134581,TARIFF_OPTION_111
134582,TARIFF_OPTION_87
134582,TARIFF_OPTION_105
134582,TARIFF_OPTION_110
134582,TARIFF_OPTION_111
134583,TARIFF_OPTION_87
134583,TARIFF_OPTION_105
134583,TARIFF_OPTION_110
134583,TARIFF_OPTION_111
134584,TARIFF_OPTION_87
134584,TARIFF_OPTION_105
134584,TARIFF_OPTION_110
134584,TARIFF_OPTION_111
134585,TARIFF_OPTION_87
134585,TARIFF_OPTION_105
134585,TARIFF_OPTION_110
134585,TARIFF_OPTION_111
134586,TARIFF_OPTION_87
134586,TARIFF_OPTION_105
134586,TARIFF_OPTION_110
134586,TARIFF_OPTION_111
134587,TARIFF_OPTION_87
134587,TARIFF_OPTION_105
134587,TARIFF_OPTION_110
134587,TARIFF_OPTION_111
134588,TARIFF_OPTION_87
134588,TARIFF_OPTION_105
134588,TARIFF_OPTION_110
134588,TARIFF_OPTION_111
134589,TARIFF_OPTION_87
134589,TARIFF_OPTION_105
134589,TARIFF_OPTION_110
134589,TARIFF_OPTION_111
134590,TARIFF_OPTION_87
134590,TARIFF_OPTION_105
134590,TARIFF_OPTION_110
134590,TARIFF_OPTION_111
134591,TARIFF_OPTION_87
134591,TARIFF_OPTION_105
134591,TARIFF_OPTION_110
134591,TARIFF_OPTION_111
134592,TARIFF_OPTION_87
134592,TARIFF_OPTION_105
134592,TARIFF_OPTION_110
134592,TARIFF_OPTION_111
134593,TARIFF_OPTION_87
134593,TARIFF_OPTION_105
134593,TARIFF_OPTION_110
134593,TARIFF_OPTION_111
134594,TARIFF_OPTION_87
134594,TARIFF_OPTION_105
134594,TARIFF_OPTION_110
134594,TARIFF_OPTION_111
134595,TARIFF_OPTION_87
134595,TARIFF_OPTION_105
134595,TARIFF_OPTION_110
134595,TARIFF_OPTION_111
134596,TARIFF_OPTION_87
134596,TARIFF_OPTION_105
134596,TARIFF_OPTION_110
134596,TARIFF_OPTION_111
134597,TARIFF_OPTION_87
134597,TARIFF_OPTION_105
134597,TARIFF_OPTION_110
134597,TARIFF_OPTION_111
134598,TARIFF_OPTION_87
134598,TARIFF_OPTION_120
134598,TARIFF_OPTION_121
134599,TARIFF_OPTION_87
134599,TARIFF_OPTION_120
134599,TARIFF_OPTION_121
134600,TARIFF_OPTION_87
134600,TARIFF_OPTION_120
134600,TARIFF_OPTION_121
134601,TARIFF_OPTION_87
134601,TARIFF_OPTION_120
134601,TARIFF_OPTION_121
134602,TARIFF_OPTION_87
134602,TARIFF_OPTION_120
134602,TARIFF_OPTION_121
134603,TARIFF_OPTION_87
134603,TARIFF_OPTION_120
134603,TARIFF_OPTION_121
134604,TARIFF_OPTION_87
134604,TARIFF_OPTION_120
134604,TARIFF_OPTION_121
134605,TARIFF_OPTION_87
134605,TARIFF_OPTION_120
134605,TARIFF_OPTION_121
134606,TARIFF_OPTION_87
134606,TARIFF_OPTION_120
134606,TARIFF_OPTION_121
134607,TARIFF_OPTION_87
134607,TARIFF_OPTION_120
134607,TARIFF_OPTION_121
134608,TARIFF_OPTION_87
134608,TARIFF_OPTION_120
134608,TARIFF_OPTION_121
134609,TARIFF_OPTION_87
134609,TARIFF_OPTION_120
134609,TARIFF_OPTION_121
134610,TARIFF_OPTION_87
134610,TARIFF_OPTION_120
134610,TARIFF_OPTION_121
134611,TARIFF_OPTION_87
134611,TARIFF_OPTION_120
134611,TARIFF_OPTION_121
134612,TARIFF_OPTION_87
134612,TARIFF_OPTION_120
134612,TARIFF_OPTION_121
134613,TARIFF_OPTION_87
134613,TARIFF_OPTION_120
134613,TARIFF_OPTION_121
134614,TARIFF_OPTION_87
134614,TARIFF_OPTION_120
134614,TARIFF_OPTION_121
134615,TARIFF_OPTION_87
134615,TARIFF_OPTION_120
134615,TARIFF_OPTION_121
134616,TARIFF_OPTION_87
134616,TARIFF_OPTION_120
134616,TARIFF_OPTION_121
134617,TARIFF_OPTION_87
134617,TARIFF_OPTION_120
134617,TARIFF_OPTION_121
134618,TARIFF_OPTION_87
134618,TARIFF_OPTION_120
134618,TARIFF_OPTION_121
134619,TARIFF_OPTION_87
134619,TARIFF_OPTION_120
134619,TARIFF_OPTION_121
134620,TARIFF_OPTION_87
134620,TARIFF_OPTION_120
134620,TARIFF_OPTION_121
134621,TARIFF_OPTION_87
134621,TARIFF_OPTION_120
134621,TARIFF_OPTION_121
134622,TARIFF_OPTION_87
134622,TARIFF_OPTION_120
134622,TARIFF_OPTION_121
134623,TARIFF_OPTION_87
134623,TARIFF_OPTION_120
134623,TARIFF_OPTION_121
134624,TARIFF_OPTION_87
134624,TARIFF_OPTION_120
134624,TARIFF_OPTION_121
134625,TARIFF_OPTION_87
134625,TARIFF_OPTION_120
134625,TARIFF_OPTION_121
134626,TARIFF_OPTION_87
134626,TARIFF_OPTION_120
134626,TARIFF_OPTION_121
134627,TARIFF_OPTION_87
134627,TARIFF_OPTION_120
134627,TARIFF_OPTION_121
134628,TARIFF_OPTION_87
134628,TARIFF_OPTION_120
134628,TARIFF_OPTION_121
134629,TARIFF_OPTION_87
134629,TARIFF_OPTION_120
134629,TARIFF_OPTION_121
134630,TARIFF_OPTION_87
134630,TARIFF_OPTION_120
134630,TARIFF_OPTION_121
134631,TARIFF_OPTION_87
134631,TARIFF_OPTION_120
134631,TARIFF_OPTION_121
134632,TARIFF_OPTION_87
134632,TARIFF_OPTION_120
134632,TARIFF_OPTION_121
134633,TARIFF_OPTION_87
134633,TARIFF_OPTION_120
134633,TARIFF_OPTION_121
134634,TARIFF_OPTION_87
134634,TARIFF_OPTION_120
134634,TARIFF_OPTION_121
134637,TARIFF_OPTION_87
134638,TARIFF_OPTION_87
134639,TARIFF_OPTION_87
134640,TARIFF_OPTION_87
134641,TARIFF_OPTION_87
134642,TARIFF_OPTION_87
134643,TARIFF_OPTION_87
134645,TARIFF_OPTION_87
134646,TARIFF_OPTION_87
134647,TARIFF_OPTION_87
134648,TARIFF_OPTION_87
134649,TARIFF_OPTION_87
134650,TARIFF_OPTION_87
134651,TARIFF_OPTION_87
134652,TARIFF_OPTION_87
134653,TARIFF_OPTION_87
134654,TARIFF_OPTION_87
134655,TARIFF_OPTION_87
134656,TARIFF_OPTION_87
134657,TARIFF_OPTION_87
134657,TARIFF_OPTION_105
134657,TARIFF_OPTION_110
134657,TARIFF_OPTION_111
134658,TARIFF_OPTION_87
134659,TARIFF_OPTION_87
134660,TARIFF_OPTION_87
134661,TARIFF_OPTION_87
134662,TARIFF_OPTION_87
134663,TARIFF_OPTION_87
134669,TARIFF_OPTION_87
134670,TARIFF_OPTION_87
134671,TARIFF_OPTION_87
134672,TARIFF_OPTION_87
134673,TARIFF_OPTION_87
134674,TARIFF_OPTION_87
134675,TARIFF_OPTION_87
134676,TARIFF_OPTION_87
134677,TARIFF_OPTION_87
134678,TARIFF_OPTION_87
134679,TARIFF_OPTION_87
134680,TARIFF_OPTION_87
134681,TARIFF_OPTION_87
134682,TARIFF_OPTION_87
134682,TARIFF_OPTION_105
134682,TARIFF_OPTION_110
134682,TARIFF_OPTION_111
134683,TARIFF_OPTION_87
134684,TARIFF_OPTION_87
134685,TARIFF_OPTION_87
134686,TARIFF_OPTION_87
134687,TARIFF_OPTION_87
134688,TARIFF_OPTION_87
134690,TARIFF_OPTION_87
134691,TARIFF_OPTION_87
134692,TARIFF_OPTION_87
134693,TARIFF_OPTION_87
134694,TARIFF_OPTION_87
134695,TARIFF_OPTION_87
134696,TARIFF_OPTION_87
134697,TARIFF_OPTION_87
134698,TARIFF_OPTION_87
134699,TARIFF_OPTION_87
134700,TARIFF_OPTION_87
134701,TARIFF_OPTION_87
134702,TARIFF_OPTION_88
134703,TARIFF_OPTION_87
134704,TARIFF_OPTION_87
134705,TARIFF_OPTION_87
134706,TARIFF_OPTION_87
134707,TARIFF_OPTION_87
134708,TARIFF_OPTION_87
134708,TARIFF_OPTION_105
134708,TARIFF_OPTION_110
134708,TARIFF_OPTION_111
134709,TARIFF_OPTION_87
134710,TARIFF_OPTION_87
134711,TARIFF_OPTION_87
134712,TARIFF_OPTION_87
134713,TARIFF_OPTION_87
134714,TARIFF_OPTION_88
134715,TARIFF_OPTION_87
134716,TARIFF_OPTION_87
134717,TARIFF_OPTION_87
134718,TARIFF_OPTION_87
134719,TARIFF_OPTION_87
134720,TARIFF_OPTION_87
134721,TARIFF_OPTION_87
134722,TARIFF_OPTION_87
134723,TARIFF_OPTION_87
134724,TARIFF_OPTION_87
134725,TARIFF_OPTION_87
134726,TARIFF_OPTION_87
134727,TARIFF_OPTION_87
134728,TARIFF_OPTION_87
134730,TARIFF_OPTION_88
134731,TARIFF_OPTION_87
134731,TARIFF_OPTION_105
134731,TARIFF_OPTION_110
134731,TARIFF_OPTION_111
134732,TARIFF_OPTION_87
134733,TARIFF_OPTION_87
134734,TARIFF_OPTION_87
134744,TARIFF_OPTION_87
134745,TARIFF_OPTION_87
134746,TARIFF_OPTION_87
134747,TARIFF_OPTION_87
134748,TARIFF_OPTION_87
134749,TARIFF_OPTION_87
134750,TARIFF_OPTION_87
134751,TARIFF_OPTION_87
134752,TARIFF_OPTION_87
134753,TARIFF_OPTION_87
134754,TARIFF_OPTION_87
134755,TARIFF_OPTION_87
134756,TARIFF_OPTION_87
134756,TARIFF_OPTION_105
134756,TARIFF_OPTION_110
134756,TARIFF_OPTION_111
134757,TARIFF_OPTION_87
134759,TARIFF_OPTION_87
134760,TARIFF_OPTION_87
134761,TARIFF_OPTION_87
134762,TARIFF_OPTION_87
134763,TARIFF_OPTION_87
134764,TARIFF_OPTION_87
134765,TARIFF_OPTION_87
134766,TARIFF_OPTION_87
134767,TARIFF_OPTION_87
134768,TARIFF_OPTION_87
134769,TARIFF_OPTION_87
134770,TARIFF_OPTION_87
134771,TARIFF_OPTION_87
134772,TARIFF_OPTION_87
134773,TARIFF_OPTION_87
134774,TARIFF_OPTION_87
134775,TARIFF_OPTION_87
134777,TARIFF_OPTION_87
134780,TARIFF_OPTION_87
134780,TARIFF_OPTION_105
134780,TARIFF_OPTION_110
134780,TARIFF_OPTION_111
134781,TARIFF_OPTION_87
134783,TARIFF_OPTION_87
134784,TARIFF_OPTION_87
134785,TARIFF_OPTION_87
134786,TARIFF_OPTION_87
134788,TARIFF_OPTION_87
134789,TARIFF_OPTION_87
134791,TARIFF_OPTION_87
134792,TARIFF_OPTION_87
134793,TARIFF_OPTION_87
134794,TARIFF_OPTION_87
134795,TARIFF_OPTION_87
134796,TARIFF_OPTION_87
134797,TARIFF_OPTION_87
134799,TARIFF_OPTION_87
134800,TARIFF_OPTION_87
134801,TARIFF_OPTION_87
134802,TARIFF_OPTION_87
134803,TARIFF_OPTION_87
134804,TARIFF_OPTION_87
134804,TARIFF_OPTION_105
134804,TARIFF_OPTION_110
134804,TARIFF_OPTION_111
134805,TARIFF_OPTION_87
134807,TARIFF_OPTION_87
134808,TARIFF_OPTION_87
134809,TARIFF_OPTION_87
134810,TARIFF_OPTION_87
134811,TARIFF_OPTION_87
134812,TARIFF_OPTION_87
134813,TARIFF_OPTION_87
134814,TARIFF_OPTION_87
134815,TARIFF_OPTION_87
134817,TARIFF_OPTION_87
134818,TARIFF_OPTION_87
134819,TARIFF_OPTION_87
134820,TARIFF_OPTION_87
134821,TARIFF_OPTION_87
134822,TARIFF_OPTION_87
134823,TARIFF_OPTION_87
134823,TARIFF_OPTION_105
134823,TARIFF_OPTION_110
134823,TARIFF_OPTION_111
134824,TARIFF_OPTION_87
134826,TARIFF_OPTION_87
134828,TARIFF_OPTION_87
134829,TARIFF_OPTION_87
134831,TARIFF_OPTION_87
134832,TARIFF_OPTION_87
134833,TARIFF_OPTION_87
134834,TARIFF_OPTION_87
134835,TARIFF_OPTION_87
134837,TARIFF_OPTION_87
134838,TARIFF_OPTION_87
134839,TARIFF_OPTION_87
134840,TARIFF_OPTION_87
134844,TARIFF_OPTION_87
134846,TARIFF_OPTION_87
134847,TARIFF_OPTION_87
134847,TARIFF_OPTION_105
134847,TARIFF_OPTION_110
134847,TARIFF_OPTION_111
134849,TARIFF_OPTION_87
134850,TARIFF_OPTION_87
134852,TARIFF_OPTION_87
134852,TARIFF_OPTION_105
134852,TARIFF_OPTION_110
134852,TARIFF_OPTION_111
134853,TARIFF_OPTION_87
134853,TARIFF_OPTION_105
134853,TARIFF_OPTION_110
134853,TARIFF_OPTION_111
134854,TARIFF_OPTION_87
134855,TARIFF_OPTION_87
134855,TARIFF_OPTION_105
134855,TARIFF_OPTION_110
134855,TARIFF_OPTION_111
134856,TARIFF_OPTION_87
134856,TARIFF_OPTION_105
134856,TARIFF_OPTION_110
134856,TARIFF_OPTION_111
134857,TARIFF_OPTION_87
134857,TARIFF_OPTION_105
134857,TARIFF_OPTION_110
134857,TARIFF_OPTION_111
134858,TARIFF_OPTION_87
134858,TARIFF_OPTION_105
134858,TARIFF_OPTION_110
134858,TARIFF_OPTION_111
134863,TARIFF_OPTION_87
134864,TARIFF_OPTION_87
134865,TARIFF_OPTION_87
134866,TARIFF_OPTION_87
134868,TARIFF_OPTION_87
134870,TARIFF_OPTION_87
134871,TARIFF_OPTION_87
134872,TARIFF_OPTION_87
134873,TARIFF_OPTION_87
134875,TARIFF_OPTION_87
134876,TARIFF_OPTION_87
134877,TARIFF_OPTION_87
134880,TARIFF_OPTION_87
134882,TARIFF_OPTION_87
134882,TARIFF_OPTION_96
134882,TARIFF_OPTION_102
134882,TARIFF_OPTION_112
134886,TARIFF_OPTION_87
134887,TARIFF_OPTION_87
134894,TARIFF_OPTION_87
134897,TARIFF_OPTION_87
134900,TARIFF_OPTION_87
134901,TARIFF_OPTION_87
134905,TARIFF_OPTION_87
134907,TARIFF_OPTION_87
134908,TARIFF_OPTION_87
134911,TARIFF_OPTION_87
134913,TARIFF_OPTION_87
134915,TARIFF_OPTION_87
134916,TARIFF_OPTION_87
134917,TARIFF_OPTION_87
134917,TARIFF_OPTION_97
134919,TARIFF_OPTION_87
134921,TARIFF_OPTION_87
134923,TARIFF_OPTION_87
134925,TARIFF_OPTION_87
134935,TARIFF_OPTION_87
134936,TARIFF_OPTION_87
134937,TARIFF_OPTION_87
134938,TARIFF_OPTION_87
134938,TARIFF_OPTION_95
134938,TARIFF_OPTION_97
134938,TARIFF_OPTION_118
134941,TARIFF_OPTION_87
134941,TARIFF_OPTION_97
134941,TARIFF_OPTION_124
134941,TARIFF_OPTION_127
134942,TARIFF_OPTION_87
134943,TARIFF_OPTION_87
134944,TARIFF_OPTION_87
134945,TARIFF_OPTION_87
134946,TARIFF_OPTION_87
134948,TARIFF_OPTION_87
134951,TARIFF_OPTION_87
134952,TARIFF_OPTION_87
134954,TARIFF_OPTION_87
134955,TARIFF_OPTION_87
134958,TARIFF_OPTION_87
134959,TARIFF_OPTION_87
134960,TARIFF_OPTION_87
134964,TARIFF_OPTION_87
134964,TARIFF_OPTION_96
134964,TARIFF_OPTION_122
134965,TARIFF_OPTION_87
134966,TARIFF_OPTION_87
134968,TARIFF_OPTION_87
134972,TARIFF_OPTION_87
134974,TARIFF_OPTION_87
134975,TARIFF_OPTION_87
134976,TARIFF_OPTION_87
134977,TARIFF_OPTION_87
134978,TARIFF_OPTION_87
134979,TARIFF_OPTION_87
134980,TARIFF_OPTION_87
134982,TARIFF_OPTION_87
134984,TARIFF_OPTION_87
134985,TARIFF_OPTION_87
134986,TARIFF_OPTION_87
134987,TARIFF_OPTION_87
134988,TARIFF_OPTION_87
134989,TARIFF_OPTION_87
134990,TARIFF_OPTION_87
134992,TARIFF_OPTION_87
134992,TARIFF_OPTION_97
134993,TARIFF_OPTION_87
134994,TARIFF_OPTION_87
134995,TARIFF_OPTION_87
134996,TARIFF_OPTION_87
134997,TARIFF_OPTION_87
134998,TARIFF_OPTION_87
134998,TARIFF_OPTION_97
135000,TARIFF_OPTION_87
135001,TARIFF_OPTION_87
135002,TARIFF_OPTION_87
135003,TARIFF_OPTION_87
135004,TARIFF_OPTION_87
135005,TARIFF_OPTION_87
135006,TARIFF_OPTION_87
135007,TARIFF_OPTION_87
135009,TARIFF_OPTION_87
135013,TARIFF_OPTION_87
135013,TARIFF_OPTION_101
135013,TARIFF_OPTION_105
135014,TARIFF_OPTION_87
135015,TARIFF_OPTION_87
135016,TARIFF_OPTION_87
135017,TARIFF_OPTION_87
135018,TARIFF_OPTION_87
135019,TARIFF_OPTION_88
135022,TARIFF_OPTION_87
135022,TARIFF_OPTION_95
135022,TARIFF_OPTION_97
135022,TARIFF_OPTION_118
135023,TARIFF_OPTION_87
135024,TARIFF_OPTION_87
135024,TARIFF_OPTION_96
135024,TARIFF_OPTION_122
135025,TARIFF_OPTION_87
135027,TARIFF_OPTION_87
135028,TARIFF_OPTION_87
135029,TARIFF_OPTION_87
135030,TARIFF_OPTION_87
135030,TARIFF_OPTION_95
135030,TARIFF_OPTION_97
135030,TARIFF_OPTION_115
135030,TARIFF_OPTION_137
135031,TARIFF_OPTION_87
135031,TARIFF_OPTION_95
135031,TARIFF_OPTION_97
135031,TARIFF_OPTION_113
135032,TARIFF_OPTION_87
135032,TARIFF_OPTION_95
135032,TARIFF_OPTION_97
135032,TARIFF_OPTION_118
135033,TARIFF_OPTION_87
135033,TARIFF_OPTION_95
135033,TARIFF_OPTION_97
135033,TARIFF_OPTION_118
135034,TARIFF_OPTION_87
135035,TARIFF_OPTION_87
135036,TARIFF_OPTION_87
135037,TARIFF_OPTION_87
135041,TARIFF_OPTION_87
135044,TARIFF_OPTION_87
135044,TARIFF_OPTION_95
135044,TARIFF_OPTION_97
135044,TARIFF_OPTION_116
135044,TARIFF_OPTION_137
135045,TARIFF_OPTION_87
135046,TARIFF_OPTION_87
135047,TARIFF_OPTION_87
135048,TARIFF_OPTION_87
135049,TARIFF_OPTION_87
135051,TARIFF_OPTION_87
135052,TARIFF_OPTION_87
135053,TARIFF_OPTION_87
135054,TARIFF_OPTION_87
135055,TARIFF_OPTION_87
135056,TARIFF_OPTION_87
135058,TARIFF_OPTION_88
135059,TARIFF_OPTION_87
135059,TARIFF_OPTION_95
135059,TARIFF_OPTION_97
135059,TARIFF_OPTION_118
135060,TARIFF_OPTION_87
135061,TARIFF_OPTION_87
135062,TARIFF_OPTION_87
135063,TARIFF_OPTION_87
135064,TARIFF_OPTION_87
135065,TARIFF_OPTION_87
135066,TARIFF_OPTION_87
135067,TARIFF_OPTION_87
135069,TARIFF_OPTION_87
135070,TARIFF_OPTION_87
135071,TARIFF_OPTION_87
135071,TARIFF_OPTION_88
135072,TARIFF_OPTION_87
135073,TARIFF_OPTION_87
135074,TARIFF_OPTION_87
135075,TARIFF_OPTION_87
135077,TARIFF_OPTION_87
135078,TARIFF_OPTION_87
135079,TARIFF_OPTION_29
135079,TARIFF_OPTION_87
135080,TARIFF_OPTION_87
135081,TARIFF_OPTION_87
135082,TARIFF_OPTION_87
135083,TARIFF_OPTION_87
135083,TARIFF_OPTION_95
135083,TARIFF_OPTION_97
135083,TARIFF_OPTION_116
135083,TARIFF_OPTION_137
135084,TARIFF_OPTION_87
135085,TARIFF_OPTION_87
135086,TARIFF_OPTION_87
135087,TARIFF_OPTION_87
135088,TARIFF_OPTION_87
135089,TARIFF_OPTION_87
135090,TARIFF_OPTION_87
135091,TARIFF_OPTION_87
135093,TARIFF_OPTION_87
135093,TARIFF_OPTION_97
135094,TARIFF_OPTION_87
135096,TARIFF_OPTION_87
135096,TARIFF_OPTION_97
135098,TARIFF_OPTION_87
135099,TARIFF_OPTION_87
135100,TARIFF_OPTION_87
135103,TARIFF_OPTION_87
135104,TARIFF_OPTION_87
135106,TARIFF_OPTION_87
135107,TARIFF_OPTION_87
135107,TARIFF_OPTION_95
135107,TARIFF_OPTION_97
135107,TARIFF_OPTION_116
135107,TARIFF_OPTION_137
135108,TARIFF_OPTION_87
135109,TARIFF_OPTION_87
135110,TARIFF_OPTION_87
135111,TARIFF_OPTION_87
135112,TARIFF_OPTION_87
135113,TARIFF_OPTION_87
135114,TARIFF_OPTION_87
135115,TARIFF_OPTION_87
135116,TARIFF_OPTION_87
135117,TARIFF_OPTION_87
135119,TARIFF_OPTION_87
135120,TARIFF_OPTION_87
135122,TARIFF_OPTION_87
135123,TARIFF_OPTION_87
135125,TARIFF_OPTION_87
135126,TARIFF_OPTION_87
135127,TARIFF_OPTION_87
135128,TARIFF_OPTION_87
135129,TARIFF_OPTION_87
135130,TARIFF_OPTION_87
135131,TARIFF_OPTION_87
135131,TARIFF_OPTION_95
135131,TARIFF_OPTION_97
135131,TARIFF_OPTION_118
135133,TARIFF_OPTION_87
135134,TARIFF_OPTION_87
135135,TARIFF_OPTION_87
135136,TARIFF_OPTION_87
135137,TARIFF_OPTION_87
135138,TARIFF_OPTION_87
135140,TARIFF_OPTION_87
135141,TARIFF_OPTION_87
135142,TARIFF_OPTION_87
135143,TARIFF_OPTION_87
135147,TARIFF_OPTION_87
135148,TARIFF_OPTION_87
135150,TARIFF_OPTION_87
135151,TARIFF_OPTION_87
135152,TARIFF_OPTION_87
135153,TARIFF_OPTION_87
135154,TARIFF_OPTION_87
135155,TARIFF_OPTION_87
135156,TARIFF_OPTION_87
135158,TARIFF_OPTION_87
135159,TARIFF_OPTION_87
135159,TARIFF_OPTION_95
135159,TARIFF_OPTION_97
135159,TARIFF_OPTION_117
135160,TARIFF_OPTION_87
135161,TARIFF_OPTION_87
135162,TARIFF_OPTION_87
135162,TARIFF_OPTION_95
135162,TARIFF_OPTION_97
135162,TARIFF_OPTION_118
135163,TARIFF_OPTION_87
135164,TARIFF_OPTION_87
135165,TARIFF_OPTION_29
135165,TARIFF_OPTION_87
135166,TARIFF_OPTION_87
135168,TARIFF_OPTION_87
135169,TARIFF_OPTION_87
135171,TARIFF_OPTION_88
135172,TARIFF_OPTION_87
135173,TARIFF_OPTION_87
135174,TARIFF_OPTION_87
135174,TARIFF_OPTION_88
135175,TARIFF_OPTION_87
135176,TARIFF_OPTION_87
135177,TARIFF_OPTION_87
135179,TARIFF_OPTION_87
135180,TARIFF_OPTION_87
135181,TARIFF_OPTION_87
135182,TARIFF_OPTION_87
135183,TARIFF_OPTION_87
135184,TARIFF_OPTION_87
135186,TARIFF_OPTION_87
135187,TARIFF_OPTION_87
135188,TARIFF_OPTION_87
135189,TARIFF_OPTION_87
135190,TARIFF_OPTION_87
135191,TARIFF_OPTION_87
135192,TARIFF_OPTION_87
135193,TARIFF_OPTION_87
135194,TARIFF_OPTION_87
135195,TARIFF_OPTION_87
135196,TARIFF_OPTION_87
135197,TARIFF_OPTION_87
135198,TARIFF_OPTION_87
135199,TARIFF_OPTION_87
135202,TARIFF_OPTION_87
135203,TARIFF_OPTION_88
135204,TARIFF_OPTION_87
135205,TARIFF_OPTION_87
135207,TARIFF_OPTION_87
135208,TARIFF_OPTION_87
135212,TARIFF_OPTION_87
135216,TARIFF_OPTION_87
135216,TARIFF_OPTION_105
135216,TARIFF_OPTION_110
135216,TARIFF_OPTION_111
135217,TARIFF_OPTION_87
135220,TARIFF_OPTION_87
135221,TARIFF_OPTION_87
135222,TARIFF_OPTION_87
135226,TARIFF_OPTION_87
135228,TARIFF_OPTION_87
135229,TARIFF_OPTION_87
135229,TARIFF_OPTION_95
135229,TARIFF_OPTION_97
135229,TARIFF_OPTION_118
135230,TARIFF_OPTION_87
135231,TARIFF_OPTION_87
135233,TARIFF_OPTION_87
135234,TARIFF_OPTION_87
135235,TARIFF_OPTION_87
135236,TARIFF_OPTION_87
135236,TARIFF_OPTION_97
135238,TARIFF_OPTION_87
135239,TARIFF_OPTION_87
135240,TARIFF_OPTION_87
135240,TARIFF_OPTION_88
135242,TARIFF_OPTION_87
135244,TARIFF_OPTION_87
135247,TARIFF_OPTION_87
135248,TARIFF_OPTION_87
135249,TARIFF_OPTION_87
135250,TARIFF_OPTION_88
135251,TARIFF_OPTION_87
135252,TARIFF_OPTION_87
135253,TARIFF_OPTION_87
135254,TARIFF_OPTION_87
135255,TARIFF_OPTION_87
135256,TARIFF_OPTION_87
135257,TARIFF_OPTION_87
135257,TARIFF_OPTION_95
135257,TARIFF_OPTION_97
135257,TARIFF_OPTION_117
135258,TARIFF_OPTION_87
135258,TARIFF_OPTION_97
135261,TARIFF_OPTION_87
135262,TARIFF_OPTION_88
135263,TARIFF_OPTION_87
